name,gz,dd,xl,jy,cn,url
招聘5G无线通信协议栈软件工程师,面议,深圳-科技园,本科及以上,2年以上,富士康科技集团CNSBG,https://www.liepin.com/job/1914644567.shtml
招聘测试资深工程师,10-15万,深圳,大专及以上,3年以上,富士康科技集团CNSBG,https://www.liepin.com/job/1916886611.shtml
招聘5G无线通信嵌入式软件工程师（Linux开发）,面议,深圳-科技园,本科及以上,3年以上,富士康科技集团CNSBG,https://www.liepin.com/job/1919337393.shtml
招聘5G系统测试工程师,面议,深圳-科技园,本科及以上,5年以上,富士康科技集团CNSBG,https://www.liepin.com/job/1919216815.shtml
招聘系统架构师,20-39万,深圳-科技园,本科及以上,5年以上,富士康科技集团CNSBG,https://www.liepin.com/job/1919480671.shtml
招聘运维工程师,12-18万,深圳-南山区,大专及以上,3年以上,深圳市光速动力网络有限公司,https://www.liepin.com/job/1919180623.shtml
招聘运维工程师,18-24万,深圳,大专及以上,3年以上,深圳市阿尔法创意科技有限公司,https://www.liepin.com/job/1919321957.shtml
招聘高级技术总监,面议,深圳-南山区,硕士及以上,10年以上,深圳市商汤科技有限公司,https://www.liepin.com/job/1920837779.shtml
招聘存储开发工程师,24-48万,深圳-科技园,统招本科,3年以上,网宿科技,https://www.liepin.com/job/1910790080.shtml
招聘云平台研发工程师,24-48万,深圳-科技园,统招本科,2年以上,网宿科技,https://www.liepin.com/job/199864825.shtml
招聘测试开发工程师-深圳-01425,18-36万,深圳-科技园,统招本科,2年以上,网宿科技,https://www.liepin.com/job/1910602007.shtml
招聘前端开发工程师,12-24万,深圳-科技园,统招本科,2年以上,网宿科技,https://www.liepin.com/job/199864912.shtml
招聘DevOps工程师-深圳-01302,18-36万,深圳-科技园,统招本科,4年以上,网宿科技,https://www.liepin.com/job/199630259.shtml
招聘网络开发工程师,24-48万,深圳-科技园,统招本科,2年以上,网宿科技,https://www.liepin.com/job/199864852.shtml
招聘资深前端开发工程师-组长级别,18-30万,深圳-科技园,统招本科,3年以上,网宿科技,https://www.liepin.com/job/1918434175.shtml
招聘云计算架构师,36-60万,深圳-科技园,统招本科,5年以上,网宿科技,https://www.liepin.com/job/1915109919.shtml
招聘运维开发工程师,12-24万,深圳-南山区,统招本科,3年以上,网宿科技,https://www.liepin.com/job/1919549803.shtml
招聘资深前端开发工程师-组长级别,18-30万,深圳-科技园,统招本科,3年以上,网宿科技,https://www.liepin.com/job/1918434175.shtml
招聘运维工程师,12-24万,深圳-龙岗区,本科及以上,2年以上,软通动力技术服务,https://www.liepin.com/job/1920837659.shtml
招聘大数据开发工程师,12-20万,深圳-科技园,本科及以上,3年以上,深圳市联影医疗数据服务有限公司,https://www.liepin.com/job/1920271915.shtml
招聘医疗大数据开发组长,18-30万,深圳,大专及以上,5年以上,深圳市联影医疗数据服务有限公司,https://www.liepin.com/job/1920793603.shtml
招聘数据分析师,21-28万,深圳,统招本科,5年以上,深圳市联影医疗数据服务有限公司,https://www.liepin.com/job/1920717599.shtml
招聘软件架构师,面议,深圳,本科及以上,3年以上,深圳市恩普电子技术有限公司,https://www.liepin.com/job/1918400297.shtml
招聘IoT云平台架构师,150-195万,深圳-西丽,本科及以上,8年以上,TCL实业控股(广东)股份有限公司,https://www.liepin.com/job/1920657083.shtml
招聘高级java工程师,30-42万,深圳-南山区,统招本科,3年以上,原子资本有限公司,https://www.liepin.com/job/1916216209.shtml
招聘财险总公司-合规部-风险策略岗,10-14万,深圳,统招本科,2年以上,太平财产 太平财产保险,https://www.liepin.com/job/1919556353.shtml
招聘财险总公司-合规部-风险建模岗,10-14万,深圳,统招本科,2年以上,太平财产 太平财产保险,https://www.liepin.com/job/1919556607.shtml
招聘研发总监/VP,60-96万,深圳-南山区,硕士及以上,5年以上,智言科技(深圳)有限公司,https://www.liepin.com/job/1916360597.shtml
招聘研发VP,70-112万,深圳-南山区,硕士及以上,5年以上,智言科技(深圳)有限公司,https://www.liepin.com/job/1915686899.shtml
招聘Java开发工程师(职位编号：AUKEY000922),11-22万,深圳-龙岗区,大专及以上,2年以上,傲基科技股份有限公司,https://www.liepin.com/job/1914572714.shtml
招聘Java开发工程师,11-22万,深圳-平湖,本科及以上,3年以上,傲基科技股份有限公司,https://www.liepin.com/job/1914266302.shtml
招聘财务机器人开发经理,18-30万,深圳-南山区,本科及以上,5年以上,深圳市中兴新云服务有限公司,https://www.liepin.com/job/1917469007.shtml
招聘图像算法工程师,13-39万,深圳-南山区,统招本科,2年以上,深圳市瑞图生物技术有限公司,https://www.liepin.com/job/1918743619.shtml
招聘测试工程师,22-30万,深圳,本科及以上,7年以上,深圳刷宝科技有限公司,https://www.liepin.com/job/1914576840.shtml
招聘系统工程师,面议,深圳,本科及以上,3年以上,中原地产代理(深圳)有限公司,https://www.liepin.com/job/1915598560.shtml
招聘系统运维经理,面议,深圳-东门,本科及以上,5年以上,中原地产代理(深圳)有限公司,https://www.liepin.com/job/1913701856.shtml
招聘高级数据分析师,22-36万,深圳-南山区,本科及以上,5年以上,深圳刷宝科技有限公司,https://www.liepin.com/job/1918526973.shtml
招聘高级数据分析师财务方向,24-36万,深圳,本科及以上,5年以上,深圳刷宝科技有限公司,https://www.liepin.com/job/1918567223.shtml
招聘高级数据分析师,22-30万,深圳,本科及以上,5年以上,深圳刷宝科技有限公司,https://www.liepin.com/job/1918526975.shtml
招聘mysql dba（急招聘）,18-30万,深圳,大专及以上,2年以上,深圳市易佰网络科技有限公司,https://www.liepin.com/job/1918660387.shtml
招聘mysql dba,22-43万,深圳-坂田,大专及以上,5年以上,深圳市易佰网络科技有限公司,https://www.liepin.com/job/1916821169.shtml
招聘图像算法工程师,22-45万,深圳,统招本科,2年以上,卫盈联,https://www.liepin.com/job/1919035375.shtml
招聘DBA,25-49万,深圳,本科及以上,3年以上,卫盈联,https://www.liepin.com/job/1920805713.shtml
招聘NLP算法工程师,22-45万,深圳,本科及以上,3年以上,卫盈联,https://www.liepin.com/job/1919035177.shtml
招聘数据挖掘工程师,21-49万,深圳,统招本科,3年以上,卫盈联,https://www.liepin.com/job/1919211949.shtml
招聘数据开发工程师,24-48万,深圳-南山区,统招本科,3年以上,AKULAKU,https://www.liepin.com/job/1920836973.shtml
招聘前端开发工程师,12-22万,深圳-南山区,统招本科,3年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1914108416.shtml
招聘中级WEB前端开发工程师,面议,深圳-南山区,统招本科,6年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1916888391.shtml
招聘风控经理（画像分析/量化建模）,面议,深圳-福田区,硕士及以上,3年以上,上海壹账通金融科技有限公司,https://www.liepin.com/job/1919502687.shtml
招聘反欺诈风控经理,面议,深圳-购物公园,统招本科,3年以上,上海壹账通金融科技有限公司,https://www.liepin.com/job/1918878459.shtml
招聘JAVA工程师（大数据开发）,14-22万,深圳-科技园,统招本科,3年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1920271215.shtml
招聘信息安全主管,14-19万,深圳-南山区,统招本科,5年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1919835779.shtml
招聘高级算法工程师,24-36万,深圳-南山区,硕士及以上,5年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1919281029.shtml
招聘JAVA工程师（大数据分析）,18-24万,深圳-南山区,统招本科,3年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1920271309.shtml
招聘数据高级分析师,30-48万,深圳-南山区,硕士及以上,8年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1918960209.shtml
招聘Java算法工程师,24-36万,深圳-南山区,统招本科,3年以上,深圳市都市数据技术有限公司,https://www.liepin.com/job/1920271603.shtml
招聘运维工程师（银行驻场）,13-23万,深圳,统招本科,2年以上,深圳市东方华信科技有限公司,https://www.liepin.com/job/1915733069.shtml
招聘系统运维工程师,面议,深圳-南山区,大专及以上,3年以上,UCloud,https://www.liepin.com/job/1915020901.shtml
招聘云安全后台开发工程师（防火墙）,面议,深圳-南山区,统招本科,3年以上,UCloud,https://www.liepin.com/job/1917283231.shtml
招聘云安全大数据工程师,面议,深圳-南山区,统招本科,3年以上,UCloud,https://www.liepin.com/job/1917283227.shtml
招聘云安全后台开发工程师,面议,深圳-南山区,统招本科,3年以上,UCloud,https://www.liepin.com/job/1917283223.shtml
招聘SRE研发工程师(业务系统),面议,深圳-南山区,大专及以上,3年以上,UCloud,https://www.liepin.com/job/1917283229.shtml
招聘中高级测试工程师,17-28万,深圳-科技园,本科及以上,4年以上,深圳云科谷信息服务有限公司,https://www.liepin.com/job/1920836671.shtml
招聘人工智能工程师,72-108万,深圳-南山区,硕士及以上,2年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920193259.shtml
招聘高级深度学习算法工程师,84-144万,深圳-南山区,硕士及以上,3年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920162719.shtml
招聘NLP自然语言处理工程师,84-156万,深圳-南山区,硕士及以上,3年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920162683.shtml
招聘数据挖掘工程师,48-84万,深圳-南山区,本科及以上,3年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920157705.shtml
招聘数据挖掘高级工程师,60-96万,深圳-南山区,本科及以上,5年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920157507.shtml
招聘算法工程师（计算机视觉）,12-18万,深圳-南油,本科及以上,经验不限,深圳维塑智能科技有限公司,https://www.liepin.com/job/1919846109.shtml
招聘知识图谱高级工程师,84-120万,深圳-南山区,硕士及以上,2年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920040865.shtml
招聘数据工程师,面议,深圳,本科及以上,1年以上,深圳市分享成长投资管理有限公司,https://www.liepin.com/job/1919629009.shtml
招聘NLP算法工程师,96-132万,深圳-南山区,统招本科,3年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920040813.shtml
招聘高级推荐算法工程师,78-114万,深圳-南山区,本科及以上,5年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920033109.shtml
招聘深度学习算法工程师,96-132万,深圳-南山区,硕士及以上,2年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920040835.shtml
招聘用户画像高级研究员,72-108万,深圳-南山区,本科及以上,7年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920028457.shtml
招聘数据分析总监,72-108万,深圳-南山区,本科及以上,5年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920027579.shtml
招聘量化分析师,面议,深圳-岗厦,统招本科,1年以上,谷科智投科技(深圳)有限公司,https://www.liepin.com/job/1920783505.shtml
招聘首席算法技术负责人（广告方向）,96-132万,深圳-南山区,本科及以上,5年以上,深圳商道名家教育科技有限公司,https://www.liepin.com/job/1920027145.shtml
招聘计算机管理员,10-14万,深圳,大专及以上,3年以上,深圳市臻美生活科技有限公司,https://www.liepin.com/job/1920159725.shtml
招聘大数据建模Leader (MJ000910),36-60万,深圳,学历不限,3年以上,深圳云之讯网络,https://www.liepin.com/job/1919316075.shtml
招聘技术总监 (MJ000927),24-36万,深圳-南山区,本科及以上,5年以上,深圳云之讯网络,https://www.liepin.com/job/1920424883.shtml
招聘数据分析师 (MJ000926),12-24万,深圳-南山区,学历不限,2年以上,深圳云之讯网络,https://www.liepin.com/job/1920275611.shtml
招聘视频智能算法工程师（中级）,36-60万,深圳-南山区,硕士及以上,3年以上,深圳市芊熠智能硬件有限公司,https://www.liepin.com/job/1919374655.shtml
招聘算法工程师（智能视频）,36-60万,深圳-新安,硕士及以上,3年以上,深圳市芊熠智能硬件有限公司,https://www.liepin.com/job/1920257235.shtml
招聘视频智能算法工程师,24-36万,深圳-南山区,硕士及以上,1年以上,深圳市芊熠智能硬件有限公司,https://www.liepin.com/job/1918838931.shtml
招聘软件工程师,35-49万,深圳-科技园,硕士及以上,2年以上,深圳赛动生物自动化有限公司,https://www.liepin.com/job/1917918457.shtml
招聘2019届应届生（风控策略岗）,12-24万,深圳-大冲,本科及以上,经验不限,乐刷,https://www.liepin.com/job/1920836289.shtml
招聘渗透测试工程师,6-12万,深圳,大专及以上,1年以上,深圳市魔方安全科技有限公司,https://www.liepin.com/job/1920237693.shtml
招聘安全研发工程师,5-7万,深圳-福田区,大专及以上,经验不限,深圳市魔方安全科技有限公司,https://www.liepin.com/job/1919685315.shtml
招聘安全工程师,6-12万,深圳-福田区,大专及以上,经验不限,深圳市魔方安全科技有限公司,https://www.liepin.com/job/1920119847.shtml
招聘安全研发实习生,2-5万,深圳-福田区,大专及以上,经验不限,深圳市魔方安全科技有限公司,https://www.liepin.com/job/1919697453.shtml
招聘数据建模及分析岗,面议,深圳,本科及以上,2年以上,前海兴邦金融租赁有限责任公司,https://www.liepin.com/job/1916544867.shtml
招聘科技产品经理,面议,深圳,本科及以上,3年以上,前海兴邦金融租赁有限责任公司,https://www.liepin.com/job/1920229847.shtml
招聘销售运营专员,面议,深圳,统招本科,3年以上,UCloud,https://www.liepin.com/job/1920418617.shtml
招聘相机软件开发工程师,面议,深圳-南山区,统招本科,经验不限,Qualcomm中国,https://www.liepin.com/job/1916325539.shtml
招聘Camera Tuning engineer,面议,深圳-南山区,统招本科,经验不限,Qualcomm中国,https://www.liepin.com/job/1916331421.shtml
招聘相机算法画质调试工程师,面议,深圳-南山区,统招本科,经验不限,Qualcomm中国,https://www.liepin.com/job/1916331253.shtml
招聘后台开发工程师（云计算后台方向）,32-64万,深圳,本科及以上,3年以上,迅雷水晶,https://www.liepin.com/job/1919483349.shtml
招聘算法工程师,18-36万,深圳,本科及以上,3年以上,数智医疗(深圳)有限公司,https://www.liepin.com/job/1920835553.shtml
招聘音频算法工程师,12-18万,深圳-龙岗区,大专及以上,3年以上,深圳市增长点科技有限公司,https://www.liepin.com/job/1919094499.shtml
招聘通信技术实现BSP工程师,12-18万,深圳-龙华区,硕士及以上,2年以上,密卡思（深圳）电讯有限公司,https://www.liepin.com/job/1917664817.shtml
招聘web前端开发工程师（高级）,22-36万,深圳-科技园,统招本科,3年以上,深圳大宇无限科技有限公司,https://www.liepin.com/job/1919254051.shtml
招聘ios开发工程师,13-18万,深圳-大冲,大专及以上,2年以上,深圳匠佳科技有限公司,https://www.liepin.com/job/1920227505.shtml
招聘软件工程师,12-18万,深圳,大专及以上,1年以上,深圳匠佳科技有限公司,https://www.liepin.com/job/1920389725.shtml
招聘推荐算法工程师,面议,深圳,本科及以上,2年以上,无觅,https://www.liepin.com/job/1920371903.shtml
招聘AI算法专家,60-79万,深圳,统招本科,5年以上,深信服科技股份有限公司,https://www.liepin.com/job/1918896123.shtml
招聘自动化测试专家,48-72万,深圳,本科及以上,5年以上,深信服科技股份有限公司,https://www.liepin.com/job/1919346993.shtml
招聘大数据挖掘与分析工程师,36-48万,深圳-科技园,统招本科,3年以上,深圳乐播科技有限公司,https://www.liepin.com/job/1917504313.shtml
招聘测试工程师,7-12万,深圳,大专及以上,1年以上,深圳乐播科技有限公司,https://www.liepin.com/job/1917859367.shtml
招聘高级前端开发工程师  前端开发工程师 WEB前端开发工程师,33-39万,深圳-南山区,本科及以上,3年以上,深圳米筐科技有限公司,https://www.liepin.com/job/1917667081.shtml
招聘产品总监 金融 投研 量化交易,面议,深圳-南山区,统招本科,5年以上,深圳米筐科技有限公司,https://www.liepin.com/job/1919021165.shtml
招聘高级前端工程师 资深前端工程师 高级WEB工程师,33-39万,深圳-科技园,统招本科,5年以上,深圳米筐科技有限公司,https://www.liepin.com/job/1916904129.shtml
招聘C++服务器主程,面议,深圳-南山区,本科及以上,6年以上,深圳市创梦天地科技有限公司,https://www.liepin.com/job/1920366171.shtml
招聘生物信息研究员,面议,深圳-南山区,本科及以上,经验不限,安序源生物科技(深圳)有限公司,https://www.liepin.com/job/1916241531.shtml
招聘运维开发岗,面议,深圳-福田区,本科及以上,3年以上,中移信息技术有限公司,https://www.liepin.com/job/1915779968.shtml
招聘大数据运维开发岗,面议,深圳-福田区,本科及以上,2年以上,中移信息技术有限公司,https://www.liepin.com/job/1919653227.shtml
招聘大数据应用开发工程师,面议,深圳-福田区,本科及以上,4年以上,中移信息技术有限公司,https://www.liepin.com/job/1920512617.shtml
招聘运维开发岗-JY,面议,深圳-福田区,本科及以上,1年以上,中移信息技术有限公司,https://www.liepin.com/job/1919653549.shtml
招聘大数据平台业务运维岗,面议,深圳-福田区,本科及以上,2年以上,中移信息技术有限公司,https://www.liepin.com/job/1919653205.shtml
招聘大数据分析建模工程师,面议,深圳-福田区,本科及以上,2年以上,中移信息技术有限公司,https://www.liepin.com/job/1920512701.shtml
招聘数据开发工程师,18-24万,深圳,大专及以上,2年以上,深圳市海那边科技有限公司,https://www.liepin.com/job/1914876057.shtml
招聘IT Support,7-14万,深圳-前海,大专及以上,3年以上,深圳市鼎驰科技发展有限公司,https://www.liepin.com/job/1915764425.shtml
招聘自动化测试工具开发工程师,23-70万,深圳-科技园,本科及以上,2年以上,深圳三星通信技术研究有限公司,https://www.liepin.com/job/197594499.shtml
招聘Verification 开发测试工程师,23-70万,深圳-科技园,统招本科,2年以上,深圳三星通信技术研究有限公司,https://www.liepin.com/job/197434911.shtml
招聘数据开发工程师,面议,深圳-南山区,统招本科,2年以上,深圳卓正医疗投资咨询有限公司,https://www.liepin.com/job/1920717355.shtml
招聘大数据开发工程师,21-28万,深圳-科技园,本科及以上,2年以上,广州舜飞信息科技有限公司,https://www.liepin.com/job/1920121843.shtml
招聘系统运维工程师,12-24万,深圳-南山区,大专及以上,3年以上,广州舜飞信息科技有限公司,https://www.liepin.com/job/1917493075.shtml
招聘资深slam算法工程师,39-78万,深圳-科技园,硕士及以上,2年以上,深圳市普渡科技有限公司,https://www.liepin.com/job/1916824143.shtml
招聘机器人调度算法工程师,28-56万,深圳-科技园,统招本科,2年以上,深圳市普渡科技有限公司,https://www.liepin.com/job/1915734937.shtml
招聘机器人规划导航工程师,14-29万,深圳,本科及以上,1年以上,深圳市普渡科技有限公司,https://www.liepin.com/job/1913076455.shtml
招聘高级运维工程师,21-28万,深圳,大专及以上,4年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916202193.shtml
招聘路径规划算法工程师,28-56万,深圳,本科及以上,3年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916202667.shtml
招聘大数据开发经理,28-56万,深圳,统招本科,5年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916212991.shtml
招聘高级算法工程师（算法专家）,28-56万,深圳,统招本科,5年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916202735.shtml
招聘大数据开发工程师,28-56万,深圳,统招本科,5年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916213149.shtml
招聘算法经理,28-56万,深圳,本科及以上,5年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916213281.shtml
招聘推荐算法工程师,21-42万,深圳,本科及以上,3年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1916202679.shtml
招聘测试工程师,17-28万,深圳,大专及以上,3年以上,深圳蓝色速度科技有限公司,https://www.liepin.com/job/1917650045.shtml
招聘售前工程师（项目经理方向）,面议,深圳-南山区,本科及以上,3年以上,七牛,https://www.liepin.com/job/1920669501.shtml
招聘项目经理（售前方向）,面议,深圳-南山区,本科及以上,3年以上,七牛,https://www.liepin.com/job/1920669341.shtml
招聘算法工程师,面议,深圳,统招本科,2年以上,铁越电气,https://www.liepin.com/job/1915162149.shtml
招聘高级软件工程师,面议,深圳,统招本科,4年以上,铁越电气,https://www.liepin.com/job/1915838496.shtml
招聘高级测试工程师【深圳】,18-36万,深圳-科技园,本科及以上,3年以上,数澜科技,https://www.liepin.com/job/1919111985.shtml
招聘高级大数据开发工程师【深圳】,18-30万,深圳-科技园,本科及以上,3年以上,数澜科技,https://www.liepin.com/job/1919107455.shtml
招聘后端工程师,33-46万,深圳-南山区,本科及以上,3年以上,复临科技,https://www.liepin.com/job/1915481667.shtml
招聘运维开发工程师,12-18万,深圳,大专及以上,1年以上,复临科技,https://www.liepin.com/job/1917696099.shtml
招聘高级软件测试工程师,面议,深圳-后海,本科及以上,2年以上,珍爱网,https://www.liepin.com/job/1910651436.shtml
招聘高级测试开发工程师,24-36万,深圳-南山区,本科及以上,4年以上,珍爱网,https://www.liepin.com/job/1919281477.shtml
招聘资深软件测试工程师,面议,深圳-南山区,统招本科,5年以上,珍爱网,https://www.liepin.com/job/1917610367.shtml
招聘存储开发工程师,面议,深圳-罗湖区,本科及以上,2年以上,深圳市茁壮网络股份有限公司,https://www.liepin.com/job/1920261417.shtml
招聘机器学习工程师,16-30万,深圳-罗湖区,本科及以上,3年以上,深圳市茁壮网络股份有限公司,https://www.liepin.com/job/1913758060.shtml
招聘高级测试工程师,12-22万,深圳-科技园,本科及以上,5年以上,创新科存储技术深圳,https://www.liepin.com/job/1915077749.shtml
招聘运维研发工程师,18-26万,深圳,本科及以上,3年以上,创新科存储技术深圳,https://www.liepin.com/job/1920244891.shtml
招聘服务器C++开发,18-30万,深圳,统招本科,1年以上,牛蛙互动,https://www.liepin.com/job/1911389024.shtml
招聘安全运维专家,面议,深圳-龙岗区,本科及以上,5年以上,华为,https://www.liepin.com/job/1920832479.shtml
招聘配置管理工程师,15-30万,深圳,本科及以上,1年以上,深圳市丰巢科技有限公司分支机构,https://www.liepin.com/job/1915391177.shtml
招聘ota测试工程师,21-27万,深圳,本科及以上,5年以上,Riverwood Solutions,https://www.liepin.com/job/1920597751.shtml
招聘高级java开发工程师,18-30万,深圳,大专及以上,5年以上,深圳市有棵树科技有限公司,https://www.liepin.com/job/1920077903.shtml
招聘高级软件测试工程师,21-35万,深圳-龙华,本科及以上,5年以上,有方科技,https://www.liepin.com/job/1913667565.shtml
招聘数据建模师,18-24万,深圳-香蜜湖,统招本科,1年以上,投哪网,https://www.liepin.com/job/1914202040.shtml
招聘软件测试工程师,10-14万,深圳,大专及以上,3年以上,创业软件股份有限公司,https://www.liepin.com/job/1920028205.shtml
招聘程序员,10-14万,深圳-龙岗区,大专及以上,经验不限,皆德齿科材料(深圳)有限公司,https://www.liepin.com/job/1919522407.shtml
招聘生产测试高级工程师（猎头Fairy）,面议,深圳-科技园,本科及以上,5年以上,思玛特智驰科技(深圳)有限公司,https://www.liepin.com/job/1920831855.shtml
招聘前端开发,12-24万,深圳-南山区,学历不限,3年以上,深圳市夜听文化传播有限公司,https://www.liepin.com/job/1920028857.shtml
招聘SW JAVA开发工程师,面议,深圳,统招本科,3年以上,顺丰科技,https://www.liepin.com/job/1920831529.shtml
招聘项目负责人,12-24万,深圳-福永,本科及以上,经验不限,大族激光,https://www.liepin.com/job/1915009900.shtml
招聘视觉工程师,18-36万,深圳-福永,本科及以上,经验不限,大族激光,https://www.liepin.com/job/1914903937.shtml
招聘软件工程师2,10-19万,深圳-福永,本科及以上,1年以上,大族激光,https://www.liepin.com/job/1915520871.shtml
招聘高级商业分析师（经理）,18-26万,深圳-南山区,统招本科,3年以上,深圳埃克斯工业自动化有限公司,https://www.liepin.com/job/1920297901.shtml
招聘商业分析师,10-18万,深圳-南山区,统招本科,3年以上,深圳埃克斯工业自动化有限公司,https://www.liepin.com/job/1920298029.shtml
招聘系统软件工程师,面议,深圳-南山区,硕士及以上,2年以上,绿谷制药,https://www.liepin.com/job/1919365891.shtml
招聘C++软件开发工程师,面议,深圳-南山区,本科及以上,1年以上,深圳日海物联技术有限公司,https://www.liepin.com/job/1920709127.shtml
招聘DBA运维,18-36万,深圳-南山区,统招本科,3年以上,深圳市悦动天下科技有限公司,https://www.liepin.com/job/1919335043.shtml
招聘视觉算法工程师,24-48万,深圳-南山区,统招本科,4年以上,深圳市悦动天下科技有限公司,https://www.liepin.com/job/1919707027.shtml
招聘语音识别算法工程师,24-48万,深圳-南山区,统招本科,4年以上,深圳市悦动天下科技有限公司,https://www.liepin.com/job/1919707071.shtml
招聘售前技术支持工程师,21-42万,深圳-科技园,统招本科,5年以上,北京探境科技有限公司,https://www.liepin.com/job/1918599417.shtml
招聘系统集成工程师,21-42万,深圳-南山区,统招本科,3年以上,北京探境科技有限公司,https://www.liepin.com/job/1918600581.shtml
招聘售前技术支持工程师,21-42万,深圳-科技园,统招本科,5年以上,北京探境科技有限公司,https://www.liepin.com/job/1918599417.shtml
招聘系统硬件工程师,17-34万,深圳-科技园,统招本科,3年以上,北京探境科技有限公司,https://www.liepin.com/job/1918718253.shtml
招聘生物信息分析师,12-18万,深圳,本科及以上,1年以上,深圳安培龙科技股份有限公司,https://www.liepin.com/job/1918065561.shtml
招聘运营分析经理,16-22万,深圳-梅林,统招本科,3年以上,深圳市跨域体育用品有限公司,https://www.liepin.com/job/1915014164.shtml
招聘30359-大数据计算平台Java后台开发工程师,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1920830559.shtml
招聘CSIG17-云协同办公高级测试工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920746035.shtml
招聘30359-Ceph存储运营开发工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920737663.shtml
招聘TME-WEB前端开发,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920723257.shtml
招聘22989-专有云运维工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920665909.shtml
招聘18427-机器学习算法工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920665885.shtml
招聘51018-18428-金融应用安全运维工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920665893.shtml
招聘25663-泛互联网迁云架构师（深圳/北京/上海）（深圳）,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1920632263.shtml
招聘HY3-互娱数据分析工程师(深圳),面议,深圳,本科及以上,经验不限,腾讯,https://www.liepin.com/job/1920545805.shtml
招聘27553-腾讯音乐数据分析高级工程师,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1920545795.shtml
招聘30359-大数据平台运维开发高级工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920545765.shtml
招聘PCG16-信息流数据挖掘工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920520549.shtml
招聘31504-小程序视频方向高级技术顾问,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920545739.shtml
招聘15583-游戏后台开发,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920545741.shtml
招聘TEG13-业务运维工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920520545.shtml
招聘30359-信息流业务运营开发工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920520529.shtml
招聘30359-灯塔大数据开发高级工程师（深圳）,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1920520521.shtml
招聘29300-动漫数据营销经理,面议,深圳,本科及以上,经验不限,腾讯,https://www.liepin.com/job/1920485485.shtml
招聘TEG03-hbase运维工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920485437.shtml
招聘30359-大数据开发工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920410689.shtml
招聘26564-Linux C++后台开发工程师（深圳),面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920391733.shtml
招聘PCG09-内容后台开发工程师(深圳),面议,深圳,本科及以上,1年以上,腾讯,https://www.liepin.com/job/1920391729.shtml
招聘31504-高级系统运维工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920391715.shtml
招聘31504-高级业务运维工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920391683.shtml
